test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,location_updates,00:01:00,global information,2400,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1.78,11.31,461.13,3.52,3.94,5.59,299.01,46.36,0.823,0.827,0.828,1.9
nbomber_default_test_suite_name,nbomber_default_test_name,concurrent_trip_creation,00:01:00,global information,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,3,5.13,29.67,3.85,4.62,9.41,29.68,4.44,0.902,0.905,0.906,0.0
