test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,trip_creation,00:01:59,global information,17700,12585,5115,105.8,12.13,1374.67,8290.15,1400.83,2015.23,3952.64,4874.24,1210.72,1.258,1.27,1.271,15.6,43,441.08,2130.92,10100.31,1978.37,2729.98,4247.55,7888.9,1375.08,0.713,0.717,0.718,3.6
