test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,location_updates,00:00:07,global information,25515,18316,7199,2616.6,205.62,4241.7,13995.64,2390.02,3190.78,12574.72,13049.86,4298.19,0.711,0.714,0.715,12.8,1028.4,57.25,3999.11,14342.52,3391.49,4423.68,13041.66,13647.87,2792.44,0.629,0.047,0.633,0.3
nbomber_default_test_suite_name,nbomber_default_test_name,concurrent_trip_creation,00:00:00,global information,20,20,0,20,601.78,1323.14,3788.6,962.05,1267.71,3026.94,3788.8,810.05,1.315,1.318,1.32,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
