test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,location_updates,00:00:12,global information,8000,931,7069,77.6,4.9,14.33,129.58,8.19,12.2,46.91,113.41,19.53,0.718,0.721,0.722,0.7,589.1,1.23,4.62,112.55,2.76,3.77,10.57,50.94,8.88,0.82,0.824,0.825,5.7
nbomber_default_test_suite_name,nbomber_default_test_name,concurrent_trip_creation,00:00:00,global information,20,3,17,3,50.22,249.26,388.07,309.5,309.5,388.1,388.1,144.3,1.319,1.323,1.327,0.0,17,2.06,10.97,106.89,4.14,5.62,16.16,106.94,24.22,0.899,0.902,0.903,0.0
