test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,location_updates,00:00:12,global information,35519,28999,6520,2416.6,288.78,6224.2,16556.9,5939.2,6774.78,11763.71,12238.85,2729.37,0.71,0.714,0.715,20.2,543.3,0.6,2834.57,11133.63,3086.34,3387.39,4186.11,4268.03,1125.73,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,concurrent_trip_creation,00:00:00,global information,20,16,4,16,1903.25,4058.94,5856.81,4276.22,5545.98,5787.65,5857.28,1535.71,1.316,1.317,1.32,0.0,4,2383.49,2865.85,3334.04,2803.71,2945.02,3334.14,3334.14,339.75,0,0,0,0
