test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,location_updates,00:02:00,global information,359998,359998,0,3000,3.66,24.47,1373.36,7.43,8.78,25.33,585.73,110.89,0.708,0.714,0.715,251.2,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,concurrent_trip_creation,00:02:00,global information,40,40,0,0.3,31.79,167.56,541.15,82.3,267.01,429.82,541.18,138.64,1.263,1.316,1.32,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
