test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,location_updates,00:00:15,global information,21201,8461,12740,564.1,630.83,7433.57,13536.01,7962.62,8421.38,9936.9,12861.44,2158.97,0.717,0.721,0.722,6.0,849.3,2042.28,4959.49,10000.6,5148.67,5910.53,7819.26,7925.76,1451.89,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,concurrent_trip_creation,00:00:00,global information,20,1,19,1,7974.99,7974.99,7974.99,7979.01,7979.01,7979.01,7979.01,1.97,1.327,1.327,1.327,0.0,19,2084.45,5055.37,9644.17,4845.57,5910.53,7872.51,9650.17,1917.68,0.718,0.037,0.718,0.0
